RecordedAtTime,ItemIdentifier,ValidUntilTime,LineRef,DirectionRef,DataFrameRef,DatedVehicleJourneyRef,PublishedLineName,OperatorRef,OriginRef,OriginName,DestinationRef,DestinationName,OriginAimedDepartureTime,DestinationAimedArrivalTime,Longitude,Latitude,BlockRef,VehicleRef,TicketMachineServiceCode,JourneyCode,VehicleUniqueId,FileTimestamp,Bearing,Monitored,DriverRef
2025-04-10T08:59:51+00:00,6b075424-ec13-4d7e-8b0f-6b5743dd0eb8,2025-04-10T09:05:24.257+00:00,487,outbound,2025-04-10,1015,487,AMSY,2800S42029A,Whitechapel,0610EP1425,Ness_Botanic_Gardens,2025-04-10T09:00:00+00:00,2025-04-10T10:09:00+00:00,-2.985196,53.406878,1070.0,2756,487,1000.0,2756,2025-04-10 10:00:10,165.0,,
2025-04-10T09:00:05+00:00,3fc1e178-3f7f-440a-810e-a844fe260de6,2025-04-10T09:05:24.257+00:00,413,outbound,2025-04-10,1013,413,AMSY,2800S22008E,Woodside_Interchange,2800S21009A,Seacombe_Ferry_Terminal,2025-04-10T08:45:00+00:00,2025-04-10T09:53:00+00:00,-3.05069,53.373021,1077.0,2757,413,945.0,2757,2025-04-10 10:00:10,260.0,,
2025-04-10T08:59:58+00:00,31a5a26d-cd26-4ccc-9d60-53175b26fb73,2025-04-10T09:05:24.257+00:00,413,inbound,2025-04-10,1018,413,AMSY,2800S21009B,Seacombe_Ferry_Terminal,2800S22008C,Woodside_Bus_Station,2025-04-10T08:58:00+00:00,2025-04-10T10:10:00+00:00,-3.020856,53.411063,1063.0,2758,413,958.0,2758,2025-04-10 10:00:10,343.0,,
2025-04-10T09:00:07+00:00,d8ef558e-1bee-4689-8534-db2cf369e412,2025-04-10T09:05:24.257+00:00,410,inbound,2025-04-10,1026,410,AMSY,2800S27013A,Clatterbridge_Hosp_Outpatients,2800S23075G,Rowson_Street,2025-04-10T08:25:00+00:00,2025-04-10T09:29:00+00:00,-3.012508,53.394343,1059.0,2759,410,925.0,2759,2025-04-10 10:00:10,294.0,,
2025-04-10T08:59:59+00:00,164eccc9-a473-4f7f-a5e2-f0ac23e15624,2025-04-10T09:05:24.257+00:00,414,outbound,2025-04-10,1009,414,AMSY,2800S22008C,Woodside_Bus_Station,2800S23075G,Rowson_Street,2025-04-10T08:00:00+00:00,2025-04-10T09:08:00+00:00,-3.046568,53.419873,1068.0,2760,414,900.0,2760,2025-04-10 10:00:10,65.0,,
2025-04-10T08:48:47+00:00,5eacab00-41e9-498e-a217-a9a90c63e73f,2025-04-10T09:05:24.257+00:00,487,inbound,2025-04-10,1014,487,AMSY,0610EP1379,Ness_Botanic_Gardens,2800S42042C,Hood_street,2025-04-10T08:45:00+00:00,2025-04-10T09:52:00+00:00,-3.049318,53.27585,1039.0,2761,487,945.0,2761,2025-04-10 10:00:10,324.0,,
2025-04-10T09:00:02+00:00,021bf84f-2f5b-4168-8842-a4ea6bfe89a1,2025-04-10T09:05:24.257+00:00,414,outbound,2025-04-10,1013,414,AMSY,2800S22008C,Woodside_Bus_Station,2800S23075G,Rowson_Street,2025-04-10T09:00:00+00:00,2025-04-10T10:08:00+00:00,-3.010595,53.394968,1006.0,2762,414,1000.0,2762,2025-04-10 10:00:10,,,
2025-04-10T09:00:14+00:00,ed22d85b-31ab-4221-a8cd-f01d3a274ae0,2025-04-10T09:05:24.257+00:00,413,inbound,2025-04-10,1014,413,AMSY,2800S21009B,Seacombe_Ferry_Terminal,2800S22008C,Woodside_Bus_Station,2025-04-10T07:58:00+00:00,2025-04-10T09:10:00+00:00,-3.032051,53.386618,1073.0,2763,413,858.0,2763,2025-04-10 10:00:10,26.0,,
2025-04-10T08:59:48+00:00,bc8f8fab-2f7e-4575-b155-07c5c2d36f70,2025-04-10T09:05:24.257+00:00,414,inbound,2025-04-10,1016,414,AMSY,2800S23075J,Morrisons,2800S22008C,Woodside_Bus_Station,2025-04-10T08:43:00+00:00,2025-04-10T09:55:00+00:00,-3.065086,53.423153,1053.0,2764,414,943.0,2764,2025-04-10 10:00:10,264.0,,
2025-04-10T08:59:57+00:00,c8055c6a-3d8e-4d56-b94e-d756fe1c233e,2025-04-10T09:05:24.257+00:00,487,outbound,2025-04-10,1011,487,AMSY,2800S42029A,Whitechapel,0610EP1425,Ness_Botanic_Gardens,2025-04-10T08:00:00+00:00,2025-04-10T09:09:00+00:00,-3.05694,53.283278,1075.0,2765,487,911.0,2765,2025-04-10 10:00:10,236.0,,
2025-04-10T08:59:56+00:00,ca8acb1a-2aa5-4965-b7e8-24d534c93818,2025-04-10T09:05:24.257+00:00,10B,inbound,2025-04-10,1044,10B,AMSY,2800S51040A,Elizabeth_Road,2800S42023J,Queen_Square_Bus_Station,2025-04-10T08:51:00+00:00,2025-04-10T09:51:00+00:00,-2.837353,53.41019,1627.0,2766,G10B,951.0,2766,2025-04-10 10:00:10,39.0,,
2025-04-10T09:00:04+00:00,3fd921b5-5088-4654-8ade-ed7e2cfcb382,2025-04-10T09:05:24.257+00:00,7,inbound,2025-04-10,1022,7,AMSY,0690WNA02859,Bus_Interchange,2800S42023N,Queen_Square_Bus_Station,2025-04-10T08:47:00+00:00,2025-04-10T10:25:00+00:00,-2.660373,53.383048,1630.0,2767,7,947.0,2767,2025-04-10 10:00:10,259.0,,
2025-04-10T08:59:40+00:00,544ce1ce-f18d-4dfc-a716-b6f39298a44e,2025-04-10T09:05:24.257+00:00,7,inbound,2025-04-10,1018,7,AMSY,0690WNA02859,Bus_Interchange,2800S42023N,Queen_Square_Bus_Station,2025-04-10T07:47:00+00:00,2025-04-10T09:25:00+00:00,-2.915515,53.409665,1607.0,2768,7,847.0,2768,2025-04-10 10:00:10,,,
2025-04-10T08:59:59+00:00,834091d2-2090-4b34-b501-f488fc8923ac,2025-04-10T09:05:24.257+00:00,7,inbound,2025-04-10,1020,7,AMSY,0690WNA02859,Bus_Interchange,2800S42023N,Queen_Square_Bus_Station,2025-04-10T08:17:00+00:00,2025-04-10T09:55:00+00:00,-2.837021,53.410326,1628.0,2769,7,917.0,2769,2025-04-10 10:00:10,282.0,,
2025-04-10T08:59:55+00:00,7906e81d-b480-4e10-8489-9a74e7effb9d,2025-04-10T09:05:24.257+00:00,7,outbound,2025-04-10,1021,7,AMSY,2800S42023D,Queen_Square_Bus_Station,0690WNA02859,Bus_Interchange,2025-04-10T08:35:00+00:00,2025-04-10T10:10:00+00:00,-2.903293,53.40803,1605.0,2770,7,957.0,2770,2025-04-10 10:00:10,88.0,,
2025-04-10T09:00:16+00:00,323609e6-a80f-4087-b141-d977f92179d2,2025-04-10T09:05:24.257+00:00,898,outbound,2025-04-10,1009,898,AMSY,2800S44008E,Stockbridge_Lane,2800S44008A,Stockbridge_Lane,2025-04-10T08:30:00+00:00,2025-04-10T09:23:00+00:00,-2.855285,53.472758,1902.0,2771,G898,930.0,2771,2025-04-10 10:00:10,122.0,,
2025-04-10T08:59:58+00:00,50130a9e-d4c4-4c79-8136-06fbda3debd1,2025-04-10T09:05:24.257+00:00,7,outbound,2025-04-10,1017,7,AMSY,2800S42023D,Queen_Square_Bus_Station,0690WNA02859,Bus_Interchange,2025-04-10T07:35:00+00:00,2025-04-10T09:10:00+00:00,-2.662905,53.382656,1632.0,2772,7,857.0,2772,2025-04-10 10:00:10,68.0,,
2025-04-10T09:00:00+00:00,e072a3c6-bb6c-40d3-9746-ced0d68cfe0e,2025-04-10T09:05:24.257+00:00,899,outbound,2025-04-10,1009,899,AMSY,2800S44008E,Stockbridge_Lane,2800S44008A,Stockbridge_Lane,2025-04-10T08:00:00+00:00,2025-04-10T08:59:00+00:00,-2.864841,53.424646,1903.0,2773,G899,900.0,2773,2025-04-10 10:00:10,132.0,,
2025-04-10T09:00:08+00:00,8d8283a3-2fc0-4a78-98de-943659d617f6,2025-04-10T09:05:24.257+00:00,7,outbound,2025-04-10,1019,7,AMSY,2800S42023D,Queen_Square_Bus_Station,0690WNA02859,Bus_Interchange,2025-04-10T08:05:00+00:00,2025-04-10T09:40:00+00:00,-2.831563,53.408991,1631.0,2774,7,905.0,2774,2025-04-10 10:00:10,115.0,,
2025-04-10T08:58:17+00:00,6d3a9c72-534f-43d6-94ba-ecd545b0f86b,2025-04-10T09:05:24.257+00:00,7,inbound,2025-04-10,1016,7,AMSY,0690WNA02859,Bus_Interchange,2800S42023N,Queen_Square_Bus_Station,2025-04-10T07:11:00+00:00,2025-04-10T08:55:00+00:00,-2.98072,53.407946,1608.0,2775,7,930.0,2775,2025-04-10 10:00:10,,,
2025-04-10T08:59:48+00:00,779e0253-63b2-4f32-81c7-5cb6594a26f8,2025-04-10T09:05:24.257+00:00,49,outbound,2025-04-10,1027,49,AMSY,2800S60019B,Preston_New_Road,2800S62038B,Vale_Crescent,2025-04-10T08:22:00+00:00,2025-04-10T09:13:00+00:00,-3.034861,53.60268,1101.0,2776,49,922.0,2776,2025-04-10 10:00:10,240.0,,
2025-04-10T09:00:08+00:00,aed62e7e-b868-4ac4-a47b-3b9c9e2c0809,2025-04-10T09:05:24.257+00:00,300,inbound,2025-04-10,1014,300,AMSY,2800S42023L,Queen_Square_Bus_Station,2800S60002B,Leicester_Street,2025-04-10T08:02:00+00:00,2025-04-10T09:25:00+00:00,-2.965686,53.57189,1103.0,2777,300,902.0,2777,2025-04-10 10:00:10,358.0,,
2025-04-10T09:00:11+00:00,6c55636d-4f3b-4bb0-9670-f435b4fe8f5c,2025-04-10T09:05:24.257+00:00,300,outbound,2025-04-10,1015,300,AMSY,2800S60002A,Union_Street,2800S42023J,Queen_Square_Bus_Station,2025-04-10T08:07:00+00:00,2025-04-10T09:36:00+00:00,-2.95236,53.481515,102.0,2778,300,907.0,2778,2025-04-10 10:00:10,,,
2025-04-10T09:00:02+00:00,04259074-2a38-47e2-bf5f-b14594fac3d9,2025-04-10T09:05:24.257+00:00,300,inbound,2025-04-10,1016,300,AMSY,2800S42023L,Queen_Square_Bus_Station,2800S60002B,Leicester_Street,2025-04-10T08:35:00+00:00,2025-04-10T09:57:00+00:00,-2.961818,53.461046,104.0,2779,300,935.0,2779,2025-04-10 10:00:10,8.0,,
2025-04-10T09:00:03+00:00,899d7607-7d52-4d8b-b8ec-904e2d61a025,2025-04-10T09:05:24.257+00:00,300,outbound,2025-04-10,1017,300,AMSY,2800S60002A,Union_Street,2800S42023J,Queen_Square_Bus_Station,2025-04-10T08:37:00+00:00,2025-04-10T10:06:00+00:00,-2.946546,53.590551,107.0,2780,300,937.0,2780,2025-04-10 10:00:10,209.0,,
2025-04-10T08:57:49+00:00,8d6dd5ab-fadd-4c81-a187-3762c598d500,2025-04-10T09:05:24.257+00:00,300,inbound,2025-04-10,1012,300,AMSY,2800S42023L,Queen_Square_Bus_Station,2800S60002B,Leicester_Street,2025-04-10T07:32:00+00:00,2025-04-10T08:56:00+00:00,-2.9992,53.651926,101.0,2781,300,953.0,2781,2025-04-10 10:00:10,,,
2025-04-10T09:00:08+00:00,1fc9773c-68d3-4654-a981-12d4c2d88284,2025-04-10T09:05:24.257+00:00,188,outbound,2025-04-10,1005,188,AMSY,2800S50020A,Belle_Vale_Bus_Station,2800S50020A,Belle_Vale_Bus_Station,2025-04-10T08:55:00+00:00,2025-04-10T09:52:00+00:00,-2.860856,53.383386,10.0,2782,K188,955.0,2782,2025-04-10 10:00:10,203.0,,
2025-04-10T08:59:57+00:00,a9f462ee-16ab-40d4-a7bb-2d9bbb9dcb71,2025-04-10T09:05:24.257+00:00,166,outbound,2025-04-10,1005,166,AMSY,2800S50020B,Belle_Vale_Bus_Station,2800S50020B,Belle_Vale_Bus_Station,2025-04-10T08:25:00+00:00,2025-04-10T09:23:00+00:00,-2.886313,53.351468,7.0,2783,K166,925.0,2783,2025-04-10 10:00:10,292.0,,
2025-04-10T09:00:09+00:00,737272c7-3514-4a7b-95fe-7186c22f839e,2025-04-10T09:05:24.257+00:00,76,outbound,2025-04-10,1009,76,AMSY,2800S42023D,Queen_Square_Bus_Station,2800S48118E,Halewood_Shopping_Centre,2025-04-10T08:25:00+00:00,2025-04-10T09:15:00+00:00,-2.86625,53.37419,618.0,2784,76,925.0,2784,2025-04-10 10:00:10,77.0,,
2025-04-10T09:00:15+00:00,837a3009-110c-432f-b3f8-66dbf6904581,2025-04-10T09:05:24.257+00:00,76,inbound,2025-04-10,1016,76,AMSY,2800S48118C,Leathers_Lane,2800S42023J,Queen_Square_Bus_Station,2025-04-10T08:53:00+00:00,2025-04-10T09:48:00+00:00,-2.83372,53.368786,616.0,2785,76,953.0,2785,2025-04-10 10:00:10,215.0,,
2025-04-10T09:00:08+00:00,b71e1a6f-a735-4f74-993e-df1a815a46bc,2025-04-10T09:05:24.257+00:00,76,outbound,2025-04-10,1011,76,AMSY,2800S42023D,Queen_Square_Bus_Station,2800S48118E,Halewood_Shopping_Centre,2025-04-10T08:55:00+00:00,2025-04-10T09:44:00+00:00,-2.980521,53.407923,609.0,2786,76,955.0,2786,2025-04-10 10:00:10,111.0,,
2025-04-10T09:00:13+00:00,e4b54479-d70f-43bf-a524-05c4212a39c0,2025-04-10T09:05:24.257+00:00,76,inbound,2025-04-10,1014,76,AMSY,2800S48118C,Leathers_Lane,2800S42023J,Queen_Square_Bus_Station,2025-04-10T08:23:00+00:00,2025-04-10T09:20:00+00:00,-2.948046,53.390083,613.0,2787,76,923.0,2787,2025-04-10 10:00:10,275.0,,
2025-04-10T08:44:44+00:00,f6af2e47-9b62-4a2f-8b65-5c11b3ca742a,2025-04-10T09:05:24.257+00:00,78,outbound,2025-04-10,1015,78,AMSY,2800S48118C,Leathers_Lane,2800S42023J,Queen_Square_Bus_Station,2025-04-10T07:57:00+00:00,2025-04-10T08:47:00+00:00,-2.981671,53.407586,608.0,2910,K78,857.0,2910,2025-04-10 10:00:10,,,
2025-04-10T09:00:08+00:00,fa55485b-f29e-40c2-8b7b-945ceca90a89,2025-04-10T09:05:24.257+00:00,53,outbound,2025-04-10,1025,53,AMSY,2800S42023M,Queen_Square_Bus_Station,2800S54012F,Crosby_Village,2025-04-10T08:47:00+00:00,2025-04-10T09:33:00+00:00,-2.985103,53.433621,1044.0,2924,53,947.0,2924,2025-04-10 10:00:10,341.0,,
2025-04-10T09:00:00+00:00,74e3c326-a715-4678-ae9b-4116604a918e,2025-04-10T09:05:24.257+00:00,63,outbound,2025-04-10,1011,63,AMSY,2800S47175E,Bootle_Bus_Station,2800S47067U,Bootle_New_Strand_Station,2025-04-10T05:30:00+00:00,2025-04-10T07:52:00+00:00,-2.956101,53.464905,80960.0,2925,63,300.0,2925,2025-04-10 10:00:10,62.0,,
2025-04-10T09:00:12+00:00,9bd3cc01-27e3-4315-a391-d69ec5a16416,2025-04-10T09:05:24.257+00:00,53,outbound,2025-04-10,1027,53,AMSY,2800S42023M,Queen_Square_Bus_Station,2800S54012F,Crosby_Village,2025-04-10T09:02:00+00:00,2025-04-10T09:48:00+00:00,-2.982846,53.40886,1051.0,2928,53,1002.0,2928,2025-04-10 10:00:10,65.0,,
2025-04-10T08:59:18+00:00,83d94684-bbda-482a-b1d0-3714f8bf0ebe,2025-04-10T09:05:24.257+00:00,52,inbound,2025-04-10,1042,52,AMSY,2800S53001C,St_Oswalds_Lane,2800S42023J,Queen_Square_Bus_Station,2025-04-10T08:26:00+00:00,2025-04-10T09:06:00+00:00,-2.982486,53.425626,1003.0,2942,52,926.0,2942,2025-04-10 10:00:10,,,
2025-04-10T09:00:06+00:00,2c17a42a-a081-4a41-acd7-5e2bf6455a9c,2025-04-10T09:05:24.257+00:00,55,inbound,2025-04-10,1020,55,AMSY,2800S53029D,Old_Roan_Station,2800S42023J,Queen_Square_Bus_Station,2025-04-10T08:40:00+00:00,2025-04-10T09:26:00+00:00,-3.003293,53.467643,1056.0,2943,55,940.0,2943,2025-04-10 10:00:10,178.0,,
2025-04-10T08:59:15+00:00,f6ceff73-a6a5-4270-8a77-d5496a74c27c,2025-04-10T09:05:24.257+00:00,63,outbound,2025-04-10,1023,63,AMSY,2800S47175E,Bootle_Bus_Station,2800S47067U,Bootle_New_Strand_Station,2025-04-10T08:38:00+00:00,2025-04-10T10:42:00+00:00,-3.023473,53.481255,1032.0,2944,63,945.0,2944,2025-04-10 10:00:10,3.0,,
2025-04-10T09:00:10+00:00,c232835f-6097-4f2f-8f54-cba4f9cbad08,2025-04-10T09:05:24.257+00:00,60,outbound,2025-04-10,1035,60,AMSY,2800S47175C,Bootle_Bus_Station,2800S43003B,Aigburth_Vale,2025-04-10T08:54:00+00:00,2025-04-10T09:46:00+00:00,-2.975205,53.44764,1701.0,2945,60,954.0,2945,2025-04-10 10:00:10,95.0,,
2025-04-10T09:00:15+00:00,25c9f3c3-ea26-4826-b8ea-61128d409daa,2025-04-10T09:05:24.257+00:00,345,outbound,2025-04-10,1013,345,AMSY,2800S53017A,Andrew_Avenue,2800S42023J,Queen_Square_Bus_Station,2025-04-10T08:56:00+00:00,2025-04-10T09:35:00+00:00,-2.920408,53.485518,1011.0,2946,345,956.0,2946,2025-04-10 10:00:10,302.0,,
2025-04-10T09:00:18+00:00,8c28e271-54d4-460c-9891-5d99e4a77d2d,2025-04-10T09:05:24.257+00:00,310,inbound,2025-04-10,1026,310,AMSY,2800S42023L,Queen_Square_Bus_Station,2500LA00192,Concourse,2025-04-10T08:46:00+00:00,2025-04-10T10:28:00+00:00,-2.97088,53.443043,1036.0,2947,310,946.0,2947,2025-04-10 10:00:10,,,
2025-04-10T09:00:06+00:00,15e9cb52-a780-4d59-b924-91b136011fbb,2025-04-10T09:05:24.257+00:00,320,inbound,2025-04-10,1026,320,AMSY,1800WK01931,Ashton_Town_Ctr,2800S16002B,St_Helens_Central_Station,2025-04-10T08:44:00+00:00,2025-04-10T09:08:00+00:00,-2.688591,53.468011,1202.0,2961,320A,944.0,2961,2025-04-10 10:00:10,239.0,,
2025-04-10T08:59:57+00:00,4a61ad16-4eed-4f4d-828b-15f53e101a15,2025-04-10T09:05:24.257+00:00,38,outbound,2025-04-10,1017,38,AMSY,2800S16001G,St_Helens_Bus_Station,2800S16001G,St_Helens_Bus_Station,2025-04-10T08:55:00+00:00,2025-04-10T09:49:00+00:00,-2.74236,53.455858,1216.0,2962,38,955.0,2962,2025-04-10 10:00:10,285.0,,
2025-04-10T09:00:10+00:00,92f58910-17d0-4956-94fc-fcf4f9150b09,2025-04-10T09:05:24.257+00:00,352,outbound,2025-04-10,1027,352,AMSY,2800S16001H,St_Helens_Bus_Station,1800WKQ0431,Wigan_Bus_Station,2025-04-10T08:50:00+00:00,2025-04-10T09:42:00+00:00,-2.726135,53.486031,340952.0,2963,352,300.0,2963,2025-04-10 10:00:10,15.0,,
2025-04-10T09:00:05+00:00,5e6dcddb-eca4-47b1-816a-73ca8486ef59,2025-04-10T09:05:24.257+00:00,37,outbound,2025-04-10,1015,37,AMSY,2800S16001G,St_Helens_Bus_Station,2800S16001G,St_Helens_Bus_Station,2025-04-10T08:25:00+00:00,2025-04-10T09:23:00+00:00,-2.780775,53.495071,1603.0,2964,H037,925.0,2964,2025-04-10 10:00:10,162.0,,
2025-04-10T09:00:06+00:00,1ba8ca88-8216-4587-8c44-964424a62149,2025-04-10T09:05:24.257+00:00,352,outbound,2025-04-10,1023,352,AMSY,2800S16001H,St_Helens_Bus_Station,1800WKQ0431,Wigan_Bus_Station,2025-04-10T08:20:00+00:00,2025-04-10T09:08:00+00:00,-2.675556,53.535583,1605.0,2966,352,920.0,2966,2025-04-10 10:00:10,85.0,,
2025-04-10T09:00:14+00:00,6bc25777-a803-4b3c-8296-e0153e2a7952,2025-04-10T09:05:24.257+00:00,352,outbound,2025-04-10,1025,352,AMSY,2800S16001H,St_Helens_Bus_Station,1800WKQ0431,Wigan_Bus_Station,2025-04-10T08:35:00+00:00,2025-04-10T09:23:00+00:00,-2.712726,53.518285,1606.0,2967,352,935.0,2967,2025-04-10 10:00:10,327.0,,
2025-04-10T09:00:04+00:00,fd63eeb5-a53c-4622-9cdc-0c67c5164e1d,2025-04-10T09:05:24.257+00:00,34,outbound,2025-04-10,1019,34,AMSY,2800S16001A,St_Helens_Bus_Station,1800WKQ0271,Leigh_Bus_Station,2025-04-10T08:41:00+00:00,2025-04-10T09:34:00+00:00,-2.643693,53.452505,1114.0,2968,34,941.0,2968,2025-04-10 10:00:10,162.0,,
2025-04-10T09:00:04+00:00,555cc56e-1ead-4dbe-a711-fb70748f670d,2025-04-10T09:05:24.257+00:00,352,inbound,2025-04-10,1018,352,AMSY,1800WNBS0C1,Wigan_Bus_Station,2800S16001S,St_Helens_Bus_Station,2025-04-10T08:16:00+00:00,2025-04-10T09:03:00+00:00,-2.727388,53.465978,1609.0,2969,352,916.0,2969,2025-04-10 10:00:10,184.0,,
